项目编码,项目名称,商务开累产值不含税,商务开累产值含税,商务本年产值不含税,商务本年产值含税,商务开累成本,商务本年成本
U_ORG_XM_SYJLDK,沈阳市沈河区金廊22-1地块,93346989.80817881,101748218.89081788,93346989.80817881,101748218.89081788,92413519.91000001,92413519.91000001
U_ORG_XM_SYJLSY,沈阳嘉里A2地块商业,311659303.181567,311659303.2187786,573613.3656634211,573613.3657296823,304848589.9200001,561293.840000003
U_ORG_XM_SYJLZX,沈阳嘉里中心T1及T4楼,20645583.80730477,22009575.93572554,429554.2022858228,457933.5669052249,19537475.33,406498.77999999747
U_ORG_XM_SYJLZXBDK,沈阳嘉里中心B地块3a1、3a2期,253478330.28127575,276291379.9917983,147354645.38858628,160616563.4649598,247291474.21100003,143758038.20999998
U_ORG_XM_SYJLZXT,沈阳嘉里中心A2地块T2办公楼总承包工程,187189664.7970689,198470563.1901159,11373208.912435846,11722181.421471713,182665952.24,11091698.700000001
U_ORG_XM_SYJYJD,三亚海棠湾君悦酒店,628961379.329429,631484179.09248,104649.85013332244,105069.60661725972,579801710.7600001,96470.41000000387
U_ORG_XM_SYLCQYCSQ,沈阳绿城全运村四期,232388285.04851335,252220132.85821667,2004590.6922302763,2173801.1628064793,227492387.415878,1964862.5964999988
U_ORG_XM_SYSKRY,沈阳首开如院,166081729.76900652,181029085.44977808,58803311.97566054,64095610.05391878,157007380.067129,56010178.02776698
U_ORG_XM_SYSNYG,沈阳苏宁电子商务运营中心(一期),110671372.32183129,120631795.83084537,71452985.04129876,77883753.69478106,109977333.29155341,70987817.90155339
U_ORG_XM_SYTK,沈阳泰康之家沈园,223789751.08613467,246168726.19769892,16278626.214707598,17906488.836393,214756692.69000003,15621555.1
U_ORG_XM_SYXCD13JQ,北京顺义新城第13街区居住区,50117086.45230108,54627624.23331637,49554310.65595115,54014198.61528779,49783323.11016182,49225049.520161815
U_ORG_XM_SYZHHPZM,沈阳中海和平之门5.1期,61082870.76859743,67191157.847854,1405523.2454000069,1546075.5700332848,61012524.055099994,1403927.6999999993
U_ORG_XM_SYZJCLY,沈阳中集车辆园,136621.33605759623,136621.33605759623,0,0,127286.19,0
U_ORG_XM_SZDSDS,深圳达实大厦改扩建,208913097.90052834,230577360.57456586,18603788.001944575,20532974.40793894,205811115.37999997,18331518.65
U_ORG_XM_SZDXXLXQ,深圳大学西丽校区,422126145.3108907,434145116.08635163,70419505.33935145,72264270.85537408,419836393.20000005,70075116.7
U_ORG_XM_SZGJYSBLJYZB,深圳至正大厦,55846684.30398244,60872885.888095185,37819106.03238812,41222825.573105104,54147097.724272005,36668154.17427201
U_ORG_XM_SZGMQJRJ,深圳光明区金融街,319364194.6385872,348106972.15303695,71061692.54119761,77457244.8678413,290333240.7047524,64637710.75887767
U_ORG_XM_SZHXDZQZ,深圳华星光电第11代大宗气体站,61582995.87598112,67659864.12907311,7925513.311129166,8242915.621927516,61156190.483689316,7903220.74
U_ORG_XM_SZJCBZZ,深圳机场调蓄池泵闸站,107669656.15856798,110836181.42321937,69870845.64289165,71926849.02268305,105935693.78213589,68748448.77213591
U_ORG_XM_SZJCKFQ,深圳机场开发区西区,310353521.29136366,338285338.2104768,28107822.372213382,30637526.38589628,302881149.5590056,27449492.299999997
U_ORG_XM_SZJLSWZX,深圳嘉里商务中心,530710914.15240616,583782005.5637245,278843824.52893215,306728206.9792515,501370285.4179244,270161238.94792455
U_ORG_XM_SZJLSWZXYQ,深圳嘉里商务中心（一期）,6693250.875986915,6894048.39918074,6693250.875986915,6894048.39918074,6677240.67,6677240.67
U_ORG_XM_SZJSDX,深圳技术大学建设项目（一期）,1266052779.553062,1304034362.9450088,11445152.393251833,11788506.964963116,1262045896.7358778,11390756.940000001
U_ORG_XM_SZLDBDT,深圳礼鼎高端集成电路载板及先进封装基地,118136756.79177074,128769064.90350354,118136756.79177074,128769064.90350354,117359769.09,117359769.09
U_ORG_XM_SZLHTJWQJD,苏州龙湖天街五期机电总包,35253644.65201126,39087559.77153896,3891238.376850336,4314277.429577917,34095385.3,3759650.0299999993
U_ORG_XM_SZLXCXY,深圳联想创新科技园综合机电,6894562.155105332,7515072.748804675,6894562.155105332,7515072.748804675,6814010.619999999,6814010.619999999
U_ORG_XM_SZNSZD,深圳南山中国电子科技园,33563239.56029234,36583931.120460324,33563239.56029234,36583931.120460324,32917614.49,32917614.49
U_ORG_XM_SZPACXDS,深圳平安财险大厦,108665285.469347,118872028.74987762,11206527.394480668,12259137.22923754,107250967.69735849,11060670.409999998
U_ORG_XM_SZPDSDDSJD,深圳鹏鼎时代大厦机电,106710621.63094273,116314577.57484469,43730931.22067274,47666715.029783204,102468045.01000002,41758423.67000001
U_ORG_XM_SZQHJLSQ,深圳嘉里商务中心(三期),4151080.460287874,4524677.701668427,4151080.460287874,4524677.701668427,4147600.29,4147600.29
U_ORG_XM_SZQHSDYXZ,深圳前海十单元3小镇,17841.08646576175,19446.784249322813,17841.08646576175,19446.784249322813,17694.27,17694.27
U_ORG_XM_SZQWXXSNZX,深圳前湾信息枢纽中心,216372452.14490235,235845972.8400203,61947311.619172715,67522569.66549537,205419079.24000004,58813621.85999999
U_ORG_XM_SZRYJD,深圳柔宇国际柔性显示产业园机电,52868417.83446856,58559428.113887355,624696.6522535672,692379.3614252347,52238884.92000001,618844.4800000002
U_ORG_XM_SZSCSWDS,深圳首创商务大厦,114296807.22847818,124628041.15096065,2821175.8070049156,3079323.761579381,112318327.61926328,2774758.369999999
U_ORG_XM_SZSCZX,深圳市创新创业无障碍服务中心,1064144.8424990484,1159917.8783442427,1064144.8424990484,1159917.8783442427,966804.92,966804.92
U_ORG_XM_SZSMYF,深圳水木一方大厦,110009577.2687479,120781934.36945653,1154596.0390978493,1258509.6826166557,108013031.42999998,1142023.8699999999
U_ORG_XM_SZSSGL,深圳石厦村综合管廊,48968996.464946434,54298940.52802625,4121832.779336068,4571507.98425185,48250279.00924528,4066747.4800000004
U_ORG_XM_SZTK,苏州泰康之家31703地块,45182307.810964376,49519247.80319168,130792.08342131482,143339.35601865532,44366364.54,128237.22999999982
U_ORG_XM_SZWXGY,苏州文星公寓扩建项目（二标段）,79580902.2507145,86743183.45343909,79580902.2507145,86743183.45343909,77484641.00000001,77484641.00000001
U_ORG_XM_SZXGDX,深圳香港中文大学二期II标,62308497.7664029,64177752.69960434,62308497.7664029,64177752.69960434,58569987.9,58569987.9
U_ORG_XM_SZXMGJZB,深圳小米国际总部,32175.16583231386,35070.93076030733,32175.16583231386,35070.93076030733,32014.29,32014.29
U_ORG_XM_SZYBXQ,深圳职业技术学院北校区,165905032.40578675,170882183.37852803,101965716.44384524,105024687.93751489,164470445.28,101083641.11
U_ORG_XM_SZYCC,深圳悦彩城,3503652.197959206,3889053.9409231404,-2160.1653185545083,-2397.7835043282216,3252924.5400000005,-2005.579999999958
U_ORG_XM_SZYCGSHLZ,苏州虞城(姑苏)±800千伏换流站土建C包,76921884.38910538,83844853.98595056,76921884.38910538,83844853.98595056,75858177.15240875,75858177.15240875
U_ORG_XM_SZYHDSJD,深圳宇宏大厦机电,36963089.669961736,40289767.7429457,16223722.249241747,17683857.25285305,35308819.510000005,15497635.23
U_ORG_XM_SZYLXDXQ,深圳职业技术学院留仙洞校区,374081595.32134885,385304043.18772084,115481231.41381097,118945668.35940324,347582117.742059,108906922.95051482
U_ORG_XM_SZYXSGYCJ,深圳职业技术学院学生公寓拆建,227628507.51863238,234457362.74456716,6978867.7641874775,7188233.7971244985,226902993.04000002,6954913.3500000015
U_ORG_XM_TH008,北京台湖公园里008地块,121780637.30965747,134238205.01197767,6533082.844457635,7202091.450240969,114543046.53000002,6167085.270000004
U_ORG_XM_TJDTQHX,天津地铁7号线一期工程PPP项目土建10标段,90387673.48587655,98522564.09937693,42653449.360451154,46492259.80278392,88919357.05999999,41960558.86
U_ORG_XM_TJDYC,天津大悦城B地块办公楼,441360879.83190227,441464322.04354894,3699.2184044707747,3700.9990345003766,416737656.56,3275.359999999404
U_ORG_XM_TJJHS,天津金海墅,4084154.0777786607,4451727.944869626,495746.7854920895,540363.9961974096,4052153.1700000004,491862.42000000004
U_ORG_XM_TJJLZX,天津嘉里中心,193326977.33770084,193584500.51839575,7859546.686367865,7870016.076048323,166757907.8,6779403.370000027
U_ORG_XM_TJJRJ,天津金融街（和平）中心,1170479730.6295524,1176735649.0726798,6116535.603450341,6150135.96773931,1089947442.8500001,5308689.68
U_ORG_XM_TJJRJBHRY,天津金融街滨海融御,158135603.48848203,172367807.8017175,148942981.02111638,162347849.312327,156838981.63000005,147726035.93000004
U_ORG_XM_TJJRJDLH,天津金融街东丽湖一期及展示区,740361647.9576406,821661408.4518073,78205172.07749262,86781782.61764812,703962517.21175,75042070.41175
U_ORG_XM_TJJTDS,天津金唐大厦,436916273.549827,441809833.97999805,600979.9681551413,601723.7376392562,416566313.26000005,571658.97
U_ORG_XM_TJLWL,天津中粮大道一期E地块(祥云名苑),457077237.4716413,457906564.2634061,2769582.4656541906,2778369.8407460335,439696601.69000006,2620940.549999997
U_ORG_XM_TJNKXX,天津海河教育园区南开学校,259199053.4542945,265477398.0486256,19905563.27378663,20305405.339352407,254716158.16000003,19509987.49
U_ORG_XM_TJQYCDJXM,天津全运村代建东区小学幼儿园邻里中心,92960151.1734526,102256166.29542296,4539549.5190372,4993504.471602842,90178161.29351999,4406945.91
U_ORG_XM_TJSCZBZ,天津首创中北镇,208655297.41081935,227827326.18689966,38009997.88360947,41519892.00072442,201025074.1,36706176.61000001
U_ORG_XM_TJSYQ,天津天碱商业区14#地,413957686.0450228,415942522.3512508,7246808.064324416,7279119.850081148,406706464.73,7241587.479999997
U_ORG_XM_TJTHC,天津天河城购物中心,727671177.4220691,741142350.6045291,43127329.654747024,44126039.75668758,720278382.2499999,42889351.730000004
U_ORG_XM_TJTYHHYQ,天津天阅海河一期,134429315.1061557,146984433.57950002,-930916.3002724287,-1017859.8693106117,130491295.3596,-903645.7099999982
U_ORG_XM_TJWQDK,天津武清080地块,211859387.0212616,230926731.84668252,91578311.98188932,99820360.06053123,209296190.22448653,90379943.06606425
U_ORG_XM_TJZBZJGQ,天津中北镇居住区G区,264674422.98902744,289986670.95521814,22936653.4629061,25166581.37258604,256731094.24652746,22477701.660000008
U_ORG_XM_TJZLDDDDKJZ,天津中粮大道一期D地块精装,9097180.737313747,9581393.646304889,-366.1565562809952,-385.645861416572,8024953.609999999,-323
U_ORG_XM_TJZX,天津中芯P3厂房,102884542.52605893,112144151.35360582,102884542.52605893,112144151.35360582,102371675.75,102371675.75
U_ORG_XM_TKSJYLSQ,上海泰康松江养老社区08地块,792049282.9894702,797879955.4340268,27831297.609394662,28014669.811642576,766097601.52,27003479.570000004
U_ORG_XM_TRDERMYYJD,铜仁第二人民医院机电,8411307.215292318,9222279.377550691,-368488.3853565423,-404016.0167925208,8323008.41,-364620.13
U_ORG_XM_TSXSW,唐山橡树湾,77211266.7582652,77273159.31363003,-2490.4093339626943,-2492.405646211605,75180251.78,-2424.9000000059605
U_ORG_XM_TTTGHHY,天津天通泰观湖花园,345372193.65903944,350101056.55836225,429.6610277619547,431.4968641266857,337563976.93,415.64000000059605
U_ORG_XM_TXBHDAJDJT,深圳腾讯滨海大厦项目机电专业分包（局集团）,169730.21773659257,173279.7208256218,0,0,169496.31,0
U_ORG_XM_TZHXQ,北京通州核心区运河项目Ⅱ-05地块,38113846.61473807,41638019.59792076,30488561.417152993,33307667.17492473,37150187.28,29717697.56000001
U_ORG_XM_TZWKZX,北京天竺万科中心,111957300.56474477,113169568.79683113,-126132.67912288751,-127340.44709210383,109168286.10000002,-123073.50999999791
U_ORG_XM_WFBSQCFJD,潍坊歌尔电子保税区9#厂房机电,15431860.59136394,16820728.04768215,1257062.5824886162,1370198.215164744,15180423.740000002,1236580.81
U_ORG_XM_WFYLJMSQ,潍坊怡力精密四期1#2#厂房机电,32427614.69285163,35346100.01444825,32427614.69285163,35346100.01444825,32073343.410000004,32073343.410000004
U_ORG_XM_WHHXGD,武汉华星光电t3,862767599.3390995,876390116.7998421,55013448.32305565,55313944.693270326,842984140.62,54576157.15
U_ORG_XM_WHHXGDT4,武汉华星光电t4,111772398.82236357,123569149.8339267,26752395.67253226,29508463.599882778,110767057.77,26517518.44
U_ORG_XM_WHHXGDTJDAB,武汉华星光电t4机电A包,77891247.65489984,85680372.42499858,-767746.0888444684,-844520.6977743421,77272482.22999999,-761647.14
U_ORG_XM_WHJDF,武汉高世代薄膜晶体管液晶显示器件(TFT-LCD)生产线,1621158249.4442923,1770317325.520102,19399084.331621412,21295513.6123579,1608447534.3583457,19232287.392306603
U_ORG_XM_WHSZSSZB,芜湖三只松鼠研发运营中心,141602147.32775313,154312483.87880445,89449549.29050164,97479719.58653948,140333820.57000002,88666523.76
U_ORG_XM_WHTKCY,武汉泰康之家·楚园,222606453.51409867,229284647.1191675,6548148.687230099,6744593.147836586,221162059.83000004,6505660.68
U_ORG_XM_WHWKCYTD,北京五和万科长阳天地,205255545.80366665,209185664.85461345,2587264.518826692,2640132.951069325,198812053.69000006,2477471.65
U_ORG_XM_WHXX,武汉新芯OS4F装修,17050982.530030824,17562512.008561477,0,0,15250654.55,0
U_ORG_XM_WHZHTF,武汉中国特种飞行器研发中心,289668654.4090808,318635519.84462595,41453931.520071305,45599324.67119633,273659962.5937865,39153774.65339807
U_ORG_XM_WJBGLEQ,望京办公楼二期,346053202.54341406,377197990.7741126,6269582.842147706,6833845.297629565,342013532.67999995,6167261.040000003
U_ORG_XM_WKCYWYCZZX,北京祥筑万科长阳文娱创作中心,43280811.22029616,47595718.15603519,571259.8863503463,628280.7473737303,42228699.44427,556981.2299999999
U_ORG_XM_WKFCYT,北京万科翡翠云图,628026175.6284783,687934113.3457417,98736238.47001883,108967383.82608794,587718230.4386408,91764864.38
U_ORG_XM_WKSBSYDZX,五棵松冰上运动中心,411930999.71888494,449581352.9719898,16978367.43441388,18557914.205778696,405268901.21000004,16764924.28
U_ORG_XM_WKSLQGY,北京五棵松篮球公园施工,77161576.50740618,78566097.53707954,5732743.930769301,5844774.246068589,73117937.42999999,5319340.56
U_ORG_XM_WKSZHL,北京五棵松文化体育中心配套综合楼,343639039.1013625,374569387.98718774,22697582.5866821,24740513.39841748,341921347.35,22565600.4
U_ORG_XM_WLCBALYJS,乌兰察布阿里云计算数据中心,157968939.73032504,170670378.79850224,6225639.804516283,6616716.706717517,156693953.39203882,6186318.790000001
U_ORG_XM_WLCBKS,乌兰察布快手智能云数据中心,92652042.56121705,100990726.39016512,92652042.56121705,100990726.39016512,90685549.87,90685549.87
U_ORG_XM_WLCBYJSJD,乌兰察布阿里云计算数据中心机电设备安装工程,96597320.1580624,105291078.97399826,27951070.831680503,30466667.20725082,95702057.31,27574656.73
U_ORG_XM_WTDSXD,天津万通大厦（信达二期）,522662183.8981369,526067688.2591492,65013.84791948551,65013.84791948551,511375902.84,63171
U_ORG_XM_WXHFZNZSCDKZZ,无锡华发中南装饰城地块住宅,600888701.2675558,653446651.9010147,127283838.7568554,137091266.05161813,553976151.3141999,123682922.2
U_ORG_XM_WXHK,无锡鸿坤理想湾,520045461.4917635,574510568.9957008,17147395.556269143,18942573.073402453,507683888.0364961,16730700.100000001
U_ORG_XM_WXHL2Z,无锡恒隆广场办公楼2座,566118171.8087138,622490713.5787283,57843486.68403692,63591441.503905505,564071916.7658232,57675797.27000001
U_ORG_XM_WXHLGC,无锡恒隆广场综合发展,113510747.64390798,113601106.73925017,10921722.705127629,10930416.833249394,103626869.96,9970720.5
U_ORG_XM_WXHLGCBGL,无锡恒隆广场办公楼2座保护工程,22899686.323673714,25382073.33468935,8055.035843265208,8926.615884617315,21486294.240000002,7464.90000000014
U_ORG_XM_WXJRG,无锡河埒金融商务港,464243063.3726709,506024939.0828136,10125667.021665696,11036977.0537826,457588697.1142767,9965045.010000002
U_ORG_XM_WXOPN,无锡欧谱纳轻型燃气机制造,50411616.98390625,54948662.509884775,7362806.923489238,8025459.546403687,48524776.34,7080352.800000001
U_ORG_XM_WXSHCZBEDK,无锡市综合交通枢纽项目,124834992.23999277,124834992.23999277,9594484.012224158,9594484.01222416,108882998.13,8368456.359999999
U_ORG_XM_WXSKHLSKJ,无锡SK海力士厂房扩建,1382302190.848975,1520625826.536806,216378585.7239372,238227157.01534593,1361710523.97,214222583.89
U_ORG_XM_WXXZBDT,无锡芯卓半导体产业化建设,199901061.3961392,217892156.91943955,199901061.3961392,217892156.91943955,198757455.75203824,198757455.75203824
U_ORG_XM_WXZGCRJYEQ,无锡中关村软件园太湖分园二期,119024127.3832187,130894974.06982702,10160897.209097685,11169739.418105338,117819072.42000002,10056218.74
U_ORG_XM_WXZGCZZ,无锡中关村软件园住宅,255840207.1893706,256615796.15565574,0,0,234384523.00000006,0
U_ORG_XM_XALXHJD,西安利星行酒店,156530253.54942456,170617976.37494496,73616022.3511489,80241464.36375727,138266239.99528635,69111263.89000002
U_ORG_XM_XARCWSZZ,容城县农村生活污水综合整治项目（EPC）一标,66301186.32549081,72268293.09853996,7210437.559456849,7859376.940216331,65335223.61,7105386.44
U_ORG_XM_XASXBDTRQUT,西安三星半导体二期UT栋,965937408.2082903,1060970649.0165206,26089524.301369216,28669361.95156335,960532021.661979,26059910.200000003
U_ORG_XM_XASXCF,西安三星半导体FAB厂房,98517981.75680971,98517981.75680971,230754.9486606181,230754.9486606181,79300100.05,185741.62999999523
U_ORG_XM_XAXQRDPQ,河北建投雄安·金湖未来城项目一第二标段,376021200.36490214,409982196.2963606,376021200.36490214,409982196.2963606,372626042.73999995,372626042.73999995
U_ORG_XM_XAYLAZF,西安阎良三四七区安置房,50760210.307733655,55328629.23537853,27996932.431345273,30516656.350159697,50074335.25831033,27627171.678310327
U_ORG_XM_XAYSWCYJD,西安奕斯伟硅产业基地,18180372.104885373,19960748.09878369,2092051.8792259875,2305806.3667568313,17592653.04,2016721.64
U_ORG_XM_XAZSSGX,雄安高铁站片区外部输水管线,38208896.55115128,41647697.23724124,2194334.3969384744,2391824.4924619924,37372224.87,2146305.04
U_ORG_XM_XCQ9HZCB,北京西城区金融大街9号商业办公扩建（总承包）,272541579.5322123,277011769.4634501,-578.9771284502101,-596.3464422469682,270623052.96000004,-526.5600000005215
U_ORG_XM_XDWLEQ,北京西大望路二期,142795948.5231029,156918902.9525705,16158648.257688157,17778247.052905906,141913782.42455602,16062235.55
U_ORG_XM_XGLSYJR,北京霞光里5号、6号商业金融,546716930.0185138,591725923.3466108,15300320.375312,16882530.899538793,543157536.1223031,15294708.106116999
U_ORG_XM_XJCAZF,北京新机场安置房,616134251.4862548,632843816.157405,-652609.9770344327,-671927.7367426009,612560300.6200001,-646014.5899999961
U_ORG_XM_XJK1H,北京新街口1号工程,169521015.20769235,184777906.57468012,130799666.71992925,142571636.7221202,166710165.45586565,128636634.57586566
U_ORG_XM_XMTBSCX,厦门天马显示科技有限公司第6代柔性AMOLED生产线,436845809.5576311,476011905.6922161,381775385.5264771,415985143.4986888,435073432.9238358,380227297.2138358
U_ORG_XM_XZMGZ,北京西直门南小街115号综合维修改造,478934.7070944732,522038.8307241526,478934.7070944732,522038.8307241526,474145.36,474145.36
U_ORG_XM_XZWKFCZGJD,徐州万科翡翠之光机电,103606272.14890528,112930836.64673202,15813007.15879442,17236177.80376133,93229398.39999998,14229226.8
U_ORG_XM_XZWKTSLJD,徐州万科铜山路项目A地块商业机电,48281726.33373302,52627081.726464115,16353215.438236082,17825004.83536426,41436640.70999999,14034757.330000002
U_ORG_XM_XZYLH,徐州云龙湖悦府三期,12256781.595189776,12306831.537215821,0,0,11716022.94,0
U_ORG_XM_YCXJTJ,运城新建铜基新材料基地,48676700.34355423,53057603.37412039,48676700.34355423,53057603.37412039,47884364.51,47884364.51
U_ORG_XM_YDDSGZ,北京盈都大厦D座室内外装修改造,3887704.85750004,4237598.293820909,3887704.85750004,4237598.293820909,3121095.7800000003,3121095.7800000003
U_ORG_XM_YFKYL,永丰Ⅱ-11地块科研办公楼,10937372.794194642,10959863.247542715,1870595.2168352185,1874441.7104355546,9343075.51,1597926
U_ORG_XM_YJSGZ,北京电信亦庄云计算改造,83437544.04714477,92431564.80306658,2776533.420513635,3064850.4892600644,82774470.78999999,2740167.81
U_ORG_XM_YTABND,烟台爱博诺德医用材料生产,106068773.66787958,115614963.29982907,53318206.95439177,58116845.58369524,103613223.89000002,52103982.62000001
U_ORG_XM_YXHE2DK,北京怀柔区雁栖湖柏崖厂村E2地块,348965989.5656697,390165951.0943316,82249724.38526459,92115630.77881715,349085626.1210001,82923542.95000002
U_ORG_XM_YYZXGZSQ,北京国家游泳中心改造三期,158525146.13726264,172618069.0718729,24127249.021044724,26265166.270128936,133183258.25999999,20583780.89
U_ORG_XM_Z13SYJR,北京CBD核心区Z13地块商业金融,1434061607.788094,1472854026.5421596,140191387.71521983,143564308.39742017,1338840707.9800003,121369792.18000002
U_ORG_XM_ZBALBBFDJD,张北阿里巴巴数据中心F栋机电,105702920.8027268,112290343.85742179,971874.6924988178,1044711.2109259132,93732790.93,839522.0900000003
U_ORG_XM_ZBALBBSJZXJD,张北阿里巴巴数据中心机电,101317874.13311812,110379019.53624368,7810208.850995955,8513127.647714853,100912590.47,7771024.9
U_ORG_XM_ZBALBBSJZXJDXET,张北阿里巴巴数据中心机电小二台,83726570.2662981,91204673.13665488,8195072.270393831,8932628.774554258,83328013.42,8154955.4
U_ORG_XM_ZBSJZX,张北数据中心2A3总承包工程,125225064.26160537,136495320.05472985,7474577.486381859,8147289.460552797,124179572.66999999,7398651.699999999
U_ORG_XM_ZGZKT,北京Z15中国尊高区空调,266566697.30243716,274563325.89779574,4282086.340129905,4410548.930323931,256377350.95999995,4118398.630000009
U_ORG_XM_ZHCSXW,珠海醋酸纤维有限公司搬迁扩建,676966.004899837,683168.689192581,0,0,641376.6,0
U_ORG_XM_ZHHFGC,珠海华发广场,184353964.5462313,202789360.97712514,60114630.35321843,66126093.38080722,172699538.15305117,56339020.09619899
U_ORG_XM_ZHJFBG,北京总后京丰宾馆老客房楼改造,11563708.85626463,11910620.123255754,18158.055756014703,18702.797430741484,10856307.44,17047.25
U_ORG_XM_ZHZLSZ,珠海臻林山庄,384976225.66980493,419621480.71343577,16637098.388367452,18134437.243246626,380234476.6561875,16375865.219999997
U_ORG_XM_ZHZWKCZX,珠海正威科创中心,41759478.5228426,45517831.59000261,41759478.5228426,45517831.59000261,41550681.129999995,41550681.129999995
U_ORG_XM_ZJHFXCHY,湛江华发新城花园,305684631.82914704,333196248.6956832,43805835.472366996,47748360.663562976,291269517.1676641,41848172.967028454
U_ORG_XM_ZJKQSMZ,张家口下花园浅山名筑住宅小区,40259364.69898316,43882707.52132396,29454231.52140478,32105112.357916262,38733685.17330042,28338714.503300417
U_ORG_XM_ZJKTXHL,张家口腾讯怀来瑞北云数据中心,393366517.56897354,428769504.1513159,45880462.06099458,50009703.64659698,391984957.06671745,45714886.379999995
U_ORG_XM_ZLDDDDK,天津中粮大道一期D地块,310402287.03474355,314041736.81056404,7328866.772002633,7468466.453514446,303658089.9399999,7093530.489999998
U_ORG_XM_ZLKJY,中粮科技园标准厂房,271873311.09768873,290851594.05700517,6643068.660379943,7377174.607605716,264858020.32000005,6596570.44
U_ORG_XM_ZLKJYEQ,北京中粮科技园标准厂房二期,488167597.44016117,532102681.2109664,34095770.40353938,37164389.73975342,466671830.01890016,32761435.930000003
U_ORG_XM_ZSYH,中山宇宏健康花城二期四段,61470348.48182052,67002679.845167935,61470348.48182052,67002679.845167935,61461766.029999994,61461766.029999994
U_ORG_XM_ZZCNSQ,郑州智能骨干网航空港区三期,178559205.81536606,194629534.33664313,178179984.9163849,194216183.55675814,176523722.20920357,176148990.50920358
U_ORG_XM_ZZHK,郑州海康威视科技园,9151382.201787032,9975006.599729383,9151382.201787032,9975006.599729383,9030003.35,9030003.35
U_ORG_XM_ZZJYJD,郑州市建业拾捌壹期机电,81471501.9661234,88803937.14157361,60865771.08545256,66343690.48202199,76367151.72,57052410.51
U_ORG_XM_ZZJYZX,郑州建业中心,153416328.49093506,168869621.3642677,67397401.6825304,74185003.99794658,135545412.8545133,59546483.424513265
U_ORG_XM_ZZQLY,涿州阿里云计算数据中心,29128.542639419564,31750.111477472736,29128.542639419564,31750.111477472736,27462.39,27462.39
U_ORG_XM_ZZWKGC,北京住总·万科广场,33174982.682474148,33254604.73696778,4268921.019916761,4279166.70008275,30007936.11,3861388.879999999
